"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
280,"Empire Malkovich","A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House",2006,1,7,"0.99",177,"26.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'abandon':19 'amaz':4 'car':16 'cat':11 'empir':1 'face':14 'feminist':8 'fun':20 'hous':21 'malkovich':2 'must':13 'stori':5"
270,"Earth Vision","A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India",2006,1,7,"0.99",85,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'ancient':18 'butler':8 'drama':5 'earth':1 'india':19 'madman':11 'must':13 'outrac':14 'stun':4 'vision':2 'woman':16"
812,"Smoking Barbarella","A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention",2006,1,7,"0.99",50,"13.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'barbarella':2 'cat':18 'convent':22 'cow':9 'lacklustur':4 'mad':8,12 'must':15 'mysql':21 'saga':5 'scientist':13 'sink':16 'smoke':1"
813,"Smoochy Control","A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China",2006,1,7,"0.99",184,"18.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':19 'china':20 'control':2 'documentari':5 'face':14 'feminist':11 'husband':8 'mad':16 'must':13 'scientist':17 'smoochi':1 'thrill':4"
942,"Vietnam Smoochy","A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia",2006,1,7,"0.99",174,"27.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':8 'display':5 'explor':16 'georgia':19 'lacklustur':4 'man':11 'must':13 'sink':14 'smoochi':2 'soviet':18 'vietnam':1"
89,"Borrowers Bedazzled","A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House",2006,1,7,"0.99",63,"22.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'bedazzl':2 'borrow':1 'brilliant':4 'defeat':15 'epistl':5 'fun':21 'hous':22 'man':17 'must':14 'sumo':11 'teacher':8 'wrestler':12"
830,"Spirit Flintstones","A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan",2006,1,7,"0.99",149,"23.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ancient':18 'brilliant':4 'car':11 'cat':8 'confront':14 'explor':16 'flintston':2 'japan':19 'must':13 'spirit':1 'yarn':5"
249,"Dracula Crystal","A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House",2006,1,7,"0.99",176,"26.99","G","2013-05-26 14:50:58.951","{Commentaries}","'abandon':19 'cat':11 'crystal':2 'dracula':1 'feminist':8 'find':14 'frisbe':16 'fun':20 'hous':21 'must':13 'reflect':5 'thrill':4"
218,"Deceiver Betrayed","A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India",2006,1,7,"0.99",122,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'betray':2 'build':14 'deceiv':1 'husband':16 'india':19 'moos':8 'must':13 'squirrel':11 'stori':5 'taut':4"
200,"Curtain Videotape","A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank",2006,1,7,"0.99",133,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'bore':4 'chase':15 'cow':12 'curtain':1 'dentist':8 'mad':11 'must':14 'reflect':5 'secret':17 'shark':21 'tank':22 'videotap':2"
516,"Legend Jedi","A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback",2006,1,7,"0.99",59,"18.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'crocodil':18 'epistl':7 'inspir':6 'jedi':2 'legend':1 'must':15 'outback':21 'outgun':16 'pioneer':10 'student':13"
523,"Lights Deer","A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico",2006,1,7,"0.99",174,"21.99","R","2013-05-26 14:50:58.951","{Commentaries}","'confront':14 'deer':2 'dog':8 'epistl':5 'gulf':19 'light':1 'mexico':21 'moos':16 'must':13 'unbeliev':4 'woman':11"
196,"Cruelty Unforgiven","A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria",2006,1,7,"0.99",69,"29.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'battl':14 'brilliant':4 'car':8 'cruelti':1 'dentist':16 'moos':11 'must':13 'nigeria':18 'tale':5 'unforgiven':2"
157,"Clockwork Paradise","A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon",2006,1,7,"0.99",143,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':17 'challeng':15 'clockwork':1 'documentari':5 'feminist':12 'insight':4 'must':14 'paradis':2 'technic':8 'writer':9"
511,"Lawrence Love","A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin",2006,1,7,"0.99",175,"23.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'berlin':20 'cow':13 'databas':8 'fanci':4 'lawrenc':1 'love':2 'mad':12 'must':15 'pursu':16 'woman':18 'yarn':5"
87,"Boondock Ballroom","A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico",2006,1,7,"0.99",76,"14.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ballroom':2 'boondock':1 'boy':11 'crocodil':8 'defeat':14 'fate':4 'gulf':19 'mexico':21 'monkey':16 'must':13 'panorama':5"
538,"Loverboy Attacks","A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia",2006,1,7,"0.99",162,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'attack':2 'bore':4 'build':14 'butler':11 'car':8 'georgia':19 'girl':16 'loverboy':1 'must':13 'soviet':18 'stori':5"
479,"Jedi Beneath","A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria",2006,1,7,"0.99",128,"12.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16"
850,"Story Side","A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft",2006,1,7,"0.99",163,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':19 'boy':8 'cat':11 'dentist':16 'lacklustur':4 'mine':20 'must':13 'saga':5 'shaft':21 'side':2 'sink':14 'stori':1"
153,"Citizen Shrek","A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback",2006,1,7,"0.99",165,"18.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'charact':5 'citizen':1 'fanci':4 'husband':13 'must':15 'outback':21 'redeem':16 'robot':18 'shrek':2 'studi':6 'technic':9 'writer':10"
855,"Streak Ridgemont","A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans",2006,1,7,"0.99",132,"28.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astound':4 'charact':5 'hunter':9 'man':17 'must':14 'new':19 'orlean':20 'ridgemont':2 'sink':15 'streak':1 'studi':6 'waitress':12"
149,"Christmas Moonshine","A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse",2006,1,7,"0.99",150,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'astronaut':13 'boat':18 'christma':1 'conquer':16 'epistl':7 'feminist':10 'manhattan':21 'moonshin':2 'must':15 'pack':6 'penthous':22"
595,"Moon Bunch","A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory",2006,1,7,"0.99",83,"20.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'baloon':20 'beauti':4 'bunch':2 'cat':17 'challeng':15 'cow':12 'factori':21 'mad':11 'moon':1 'must':14 'tale':5"
130,"Celebrity Horn","A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank",2006,1,7,"0.99",110,"24.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'agent':9 'amaz':4 'astronaut':12 'celebr':1 'documentari':5 'horn':2 'hunter':17 'must':14 'secret':8 'shark':20 'tank':21 'vanquish':15"
430,"Hook Chariots","A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia",2006,1,7,"0.99",49,"23.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':18 'boy':8,16 'chariot':2 'dog':11 'hook':1 'insight':4 'must':13 'redeem':14 'stori':5"
423,"Hollywood Anonymous","A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat",2006,1,7,"0.99",69,"29.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'anonym':2 'boat':23 'boy':10 'dog':18 'epistl':7 'escap':16 'explor':13 'fast':5 'fast-pac':4 'hollywood':1 'must':15 'pace':6 'u':22 'u-boat':21"
610,"Music Boondock","A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station",2006,1,7,"0.99",129,"17.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':11 'battl':14 'boondock':2 'butler':8 'explor':16 'first':19 'man':20 'music':1 'must':13 'space':21 'station':22 'tale':5 'thrill':4"
387,"Gun Bonnie","A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico",2006,1,7,"0.99",100,"27.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'bonni':2 'bore':4 'build':15 'display':5 'gulf':20 'gun':1 'husband':12 'mexico':22 'must':14 'sumo':8 'waitress':17 'wrestler':9"
629,"Notorious Reunion","A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon",2006,1,7,"0.99",128,"9.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'baloon':19 'epistl':5 'fight':14 'hunter':16 'must':13 'notori':1 'reunion':2 'squirrel':11 'woman':8"
630,"Notting Speakeasy","A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies",2006,1,7,"0.99",48,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'butler':8 'canadian':19 'display':5 'find':14 'must':13 'not':1 'rocki':20 'speakeasi':2 'thought':4 'waitress':16 'woman':11"
128,"Catch Amistad","A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria",2006,1,7,"0.99",183,"10.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'amistad':2 'bore':4 'catch':1 'discov':14 'feminist':11 'lumberjack':8 'must':13 'nigeria':18 'reflect':5 'woman':16"
635,"Oklahoma Jumanji","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,7,"0.99",58,"15.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dentist':8 'desert':20 'drama':5 'husband':16 'jumanji':2 'meet':14 'must':13 'oklahoma':1 'sahara':19 'thought':4 'woman':11"
379,"Greedy Roots","A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies",2006,1,7,"0.99",166,"14.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'butler':12 'canadian':20 'chase':15 'greedi':1 'hunter':17 'must':14 'reflect':5 'rocki':21 'root':2 'shark':9"
981,"Wolves Desire","A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse",2006,1,7,"0.99",55,"13.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'desir':2 'drama':7 'fast':5 'fast-pac':4 'manhattan':22 'must':15 'pace':6 'penthous':23 'robot':13 'squirrel':10 'succumb':16 'technic':18 'wolv':1 'writer':19"
663,"Patient Sister","A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia",2006,1,7,"0.99",99,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'confront':14 'emot':4 'epistl':5 'georgia':19 'lumberjack':16 'must':13 'patient':1 'robot':11 'sister':2 'soviet':18 'squirrel':8"
122,"Carrie Bunch","A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies",2006,1,7,"0.99",114,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'astronaut':11 'bunch':2 'canadian':19 'carri':1 'discov':14 'epistl':5 'frisbe':16 'must':13 'rocki':20 'student':8"
970,"Westward Seabiscuit","A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China",2006,1,7,"0.99",52,"11.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ancient':18 'boy':16 'butler':8 'china':19 'face':14 'husband':11 'lacklustur':4 'must':13 'seabiscuit':2 'tale':5 'westward':1"
885,"Texas Watch","A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park",2006,1,7,"0.99",179,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'amus':22 'awe':5 'awe-inspir':4 'fight':16 'inspir':6 'must':15 'park':23 'student':10 'teacher':13,18 'texa':1 'watch':2 'yarn':7"
118,"Canyon Stock","A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse",2006,1,7,"0.99",85,"26.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'canyon':1 'escap':14 'feminist':11 'manhattan':19 'must':13 'penthous':20 'reflect':5 'squirrel':16 'stock':2 'thought':4 'waitress':8"
697,"Primary Glass","A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies",2006,1,7,"0.99",53,"16.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'build':15 'butler':12 'canadian':20 'chef':9 'documentari':5 'dog':17 'fate':4 'glass':2 'must':14 'pastri':8 'primari':1 'rocki':21"
27,"Anonymous Human","A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank",2006,1,7,"0.99",179,"12.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':9,18 'amaz':4 'anonym':1 'astronaut':12 'databas':8,17 'human':2 'must':14 'outrac':15 'reflect':5 'shark':21 'tank':22"
718,"Rebel Airport","A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India",2006,1,7,"0.99",73,"24.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':9 'airport':2 'ancient':19 'boat':12 'databas':8 'husband':17 'india':20 'intrepid':4 'must':14 'outrac':15 'rebel':1 'yarn':5"
377,"Grease Youth","A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia",2006,1,7,"0.99",135,"20.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'agent':9 'compos':17 'emot':4 'escap':15 'georgia':20 'greas':1 'must':14 'panorama':5 'secret':8 'soviet':19 'waitress':12 'youth':2"
899,"Towers Hurricane","A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention",2006,1,7,"0.99",144,"14.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'car':11 'convent':20 'display':5 'fate':4 'hurrican':2 'husband':16 'monkey':8 'must':13 'mysql':19 'sink':14 'tower':1"
